Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
GAIA,"Gaiam, Inc.","Gaiam, Inc. - Class A Common Stock",G,N,N,100.0
GAIN,Gladstone Investment Corporation,Gladstone Investment Corporation - Business Development Company,Q,N,N,100.0
GALT,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. - Common Stock,S,N,N,100.0
GAME,Shanda Games Limited,Shanda Games Limited - American Depositary Shares representing 2 Class A Ordinary Shares,Q,N,N,100.0
GASS,"StealthGas, Inc.","StealthGas, Inc. - common stock",Q,N,N,100.0
GBCI,"Glacier Bancorp, Inc.","Glacier Bancorp, Inc. - Common Stock",Q,N,N,100.0
GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc. - Common Stock",Q,N,N,100.0
GBIM,"GlobeImmune, Inc.","GlobeImmune, Inc. - Common Stock",S,N,N,100.0
GBLI,Global Indemnity plc,Global Indemnity plc - Class A Common Shares,Q,N,N,100.0
GCBC,"Greene County Bancorp, Inc.","Greene County Bancorp, Inc. - Common Stock",S,N,N,100.0
GDEF,"Global Defense & National Security Systems, Inc.","Global Defense & National Security Systems, Inc. - Common Stock",S,N,D,100.0
GENC,Gencor Industries Inc.,Gencor Industries Inc. - Common Stock,G,N,N,100.0
GENE,Genetic Technologies Ltd,Genetic Technologies Ltd - American Depositary Shares representing 30 ordinary shares,S,N,D,100.0
GEOS,Geospace Technologies Corporation,Geospace Technologies Corporation - Common Stock,Q,N,N,100.0
GERN,Geron Corporation,Geron Corporation - Common Stock,Q,N,N,100.0
GEVO,"Gevo, Inc.","Gevo, Inc. - Common Stock",S,N,D,100.0
GGAL,Grupo Financiero Galicia S.A.,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",S,N,N,100.0
GIFI,"Gulf Island Fabrication, Inc.","Gulf Island Fabrication, Inc. - Common Stock",Q,N,N,100.0
GIGA,Giga,Giga-tronics Incorporated - Common Stock,S,N,D,100.0
GIGM,GigaMedia Limited,GigaMedia Limited - Ordinary Shares,Q,N,N,100.0
GIII,G,"G-III Apparel Group, LTD. - Common Stock",Q,N,N,100.0
GILD,"Gilead Sciences, Inc.","Gilead Sciences, Inc. - Common Stock",Q,N,N,100.0
GILT,Gilat Satellite Networks Ltd.,Gilat Satellite Networks Ltd. - Ordinary Shares,Q,N,N,100.0
GK,"G&K Services, Inc.","G&K Services, Inc. - Class A Common Stock",Q,N,N,100.0
GLAD,Gladstone Capital Corporation,Gladstone Capital Corporation - Business Development Company,Q,N,N,100.0
GLBS,Globus Maritime Limited,Globus Maritime Limited - Common Stock,G,N,N,100.0
GLBZ,Glen Burnie Bancorp,Glen Burnie Bancorp - Common Stock,S,N,N,100.0
GLDD,Great Lakes Dredge & Dock Corporation,Great Lakes Dredge & Dock Corporation - Common Stock,Q,N,N,100.0
GLDI,Credit Suisse AG,Credit Suisse AG - Credit Suisse Gold Shares Covered Call Exchange Traded Notes,G,N,N,100.0
GLMD,Galmed Pharmaceuticals Ltd.,Galmed Pharmaceuticals Ltd. - Ordinary Shares,S,N,N,100.0
GLNG,Golar LNG Limited,Golar LNG Limited - Common Shares,Q,N,N,100.0
GLPI,"Gaming and Leisure Properties, Inc.","Gaming and Leisure Properties, Inc. - Common Stock",Q,N,N,100.0
GLRE,"Greenlight Reinsurance, Ltd.","Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",Q,N,N,100.0
GLRI,Glori Energy Inc,Glori Energy Inc - Common Stock,S,N,N,100.0
GLYC,"GlycoMimetics, Inc.","GlycoMimetics, Inc. - Common Stock",G,N,N,100.0
GNMA,iShares Core GNMA Bond ETF,iShares Core GNMA Bond ETF,G,N,N,100.0
GNTX,Gentex Corporation,Gentex Corporation - Common Stock,Q,N,N,100.0
GOGO,Gogo Inc.,Gogo Inc. - Common Stock,Q,N,N,100.0
GOLD,Randgold Resources Limited,Randgold Resources Limited - American Depositary Shares each represented by one Ordinary Share,Q,N,N,100.0
GOOD,Gladstone Commercial Corporation,Gladstone Commercial Corporation - Real Estate Investment Trust,Q,N,N,100.0
GOODN,Gladstone Commercial Corporation,Gladstone Commercial Corporation - 7.125% Series C Cumulative Term Preferred Stock,Q,N,N,100.0
GOODO,Gladstone Commercial Corporation,Gladstone Commercial Corporation - 7.50% Series B Cumulative Redeemable Preferred Stock,Q,N,N,100.0
GOOG,Google Inc.,Google Inc. - Class C Capital Stock,Q,N,N,100.0
GOOGL,Google Inc.,Google Inc. - Class A Common Stock,Q,N,N,100.0
GPOR,Gulfport Energy Corporation,Gulfport Energy Corporation - Common Stock,Q,N,N,100.0
GPRE,"Green Plains, Inc.","Green Plains, Inc. - Common Stock",Q,N,N,100.0
GPRO,"GoPro, Inc.","GoPro, Inc. - Class A Common Stock",Q,N,N,100.0
GRBK,"Green Brick Partners, Inc.","Green Brick Partners, Inc. - Common Stock",S,N,N,100.0
GRFS,"Grifols, S.A.","Grifols, S.A. - American Depositary Shares",Q,N,N,100.0
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,G,N,N,100.0
GRMN,Garmin Ltd.,Garmin Ltd. - Common Stock,Q,N,N,100.0
GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc. - Class A Common Stock",S,N,N,100.0
GRPN,"Groupon, Inc.","Groupon, Inc. - Class A Common Stock",Q,N,N,100.0
GRVY,"GRAVITY Co., Ltd.","GRAVITY Co., Ltd. - American depositary shares, each representing one-fourth of a share of common stock",S,N,D,100.0
GSBC,"Great Southern Bancorp, Inc.","Great Southern Bancorp, Inc. - Common Stock",Q,N,N,100.0
GSIG,"GSI Group, Inc.","GSI Group, Inc. - Common Stock",Q,N,N,100.0
GSIT,"GSI Technology, Inc.","GSI Technology, Inc. - Common Stock",Q,N,N,100.0
GSM,Globe Specialty Metals Inc.,Globe Specialty Metals Inc. - Common Stock,Q,N,N,100.0
GSOL,Global Sources Ltd.,Global Sources Ltd. - Common Stock,Q,N,N,100.0
GT,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company - Common Stock,Q,N,N,100.0
GTIM,Good Times Restaurants Inc.,Good Times Restaurants Inc. - Common Stock,S,N,N,100.0
GTLS,"Chart Industries, Inc.","Chart Industries, Inc. - Common Stock",Q,N,N,100.0
GULTU,Gulf Coast Ultra Deep Royalty Trust,Gulf Coast Ultra Deep Royalty Trust - Royalty Trust Unit,S,N,N,100.0
GURE,"Gulf Resources, Inc.","Gulf Resources, Inc. - Common Stock",Q,N,N,100.0
GYRO,"Gyrodyne Company of America, Inc.","Gyrodyne Company of America, Inc. - Common Stock",S,N,N,100.0
HA,"Hawaiian Holdings, Inc.","Hawaiian Holdings, Inc. - Common Stock",Q,N,N,100.0
HAFC,Hanmi Financial Corporation,Hanmi Financial Corporation - Common Stock,Q,N,N,100.0
HAIN,"The Hain Celestial Group, Inc.","The Hain Celestial Group, Inc. - Common Stock",Q,N,N,100.0
HALL,"Hallmark Financial Services, Inc.","Hallmark Financial Services, Inc. - Common Stock",G,N,N,100.0
HALO,"Halozyme Therapeutics, Inc.","Halozyme Therapeutics, Inc. - Common Stock",Q,N,N,100.0
HART,"Harvard Apparatus Regenerative Technology, Inc.","Harvard Apparatus Regenerative Technology, Inc. - Common Stock",S,N,N,100.0
HAS,"Hasbro, Inc.","Hasbro, Inc. - Common Stock",Q,N,N,100.0
HAWK,"Blackhawk Network Holdings, Inc.","Blackhawk Network Holdings, Inc. - Class A Common Stock",Q,N,N,100.0
HAYN,"Haynes International, Inc.","Haynes International, Inc. - Common Stock",Q,N,N,100.0
HBAN,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated - Common Stock,Q,N,N,100.0
HBANP,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated - Non Cumulative Perp Conv Pfd Ser A,Q,N,N,10.0
HBCP,"Home Bancorp, Inc.","Home Bancorp, Inc. - Common Stock",Q,N,N,100.0
HBIO,"Harvard Bioscience, Inc.","Harvard Bioscience, Inc. - Common Stock",G,N,N,100.0
HBNC,Horizon Bancorp (IN),Horizon Bancorp (IN) - Common Stock,Q,N,N,100.0
HCCI,Heritage,"Heritage-Crystal Clean, Inc. - Common Stock",Q,N,N,100.0
HCKT,"The Hackett Group, Inc.","The Hackett Group, Inc. - Common Stock",Q,N,N,100.0
HCOM,"Hawaiian Telcom Holdco, Inc.","Hawaiian Telcom Holdco, Inc. - Common Stock",Q,N,N,100.0
HCSG,"Healthcare Services Group, Inc.","Healthcare Services Group, Inc. - Common Stock",Q,N,N,100.0
HDSN,"Hudson Technologies, Inc.","Hudson Technologies, Inc. - Common Stock",S,N,N,100.0
HEAR,Turtle Beach Corporation,Turtle Beach Corporation - Common Stock,G,N,N,100.0
HEES,"H&E Equipment Services, Inc.","H&E Equipment Services, Inc. - Common Stock",Q,N,N,100.0
HELE,Helen of Troy Limited,Helen of Troy Limited - Common Stock,Q,N,N,100.0
HERO,"Hercules Offshore, Inc.","Hercules Offshore, Inc. - Common Stock",Q,N,N,100.0
HFBL,"Home Federal Bancorp, Inc. of Louisiana","Home Federal Bancorp, Inc. of Louisiana - Common Stock",S,N,N,100.0
HFWA,Heritage Financial Corporation,Heritage Financial Corporation - Common Stock,Q,N,N,100.0
HIBB,"Hibbett Sports, Inc.","Hibbett Sports, Inc. - Common Stock",Q,N,N,100.0
HIFS,Hingham Institution for Savings,Hingham Institution for Savings - Common Stock,G,N,N,100.0
HIHO,Highway Holdings Limited,Highway Holdings Limited - Common Stock,S,N,N,100.0
HIMX,"Himax Technologies, Inc.","Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",Q,N,N,100.0
HLIT,Harmonic Inc.,Harmonic Inc. - Common Stock,Q,N,N,100.0
HMNF,"HMN Financial, Inc.","HMN Financial, Inc. - Common Stock",G,N,N,100.0
HMNY,Helios and Matheson Analytics Inc,Helios and Matheson Analytics Inc - Common Stock,S,N,N,100.0
HMST,"HomeStreet, Inc.","HomeStreet, Inc. - Common Stock",Q,N,N,100.0
HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc. - Common Stock",S,N,N,100.0
HNRG,Hallador Energy Company,Hallador Energy Company - Common Stock,S,N,N,100.0
HOFT,Hooker Furniture Corporation,Hooker Furniture Corporation - Common Stock,Q,N,N,100.0
HOLI,"Hollysys Automation Technologies, Ltd.","Hollysys Automation Technologies, Ltd. - Common Stock",Q,N,N,100.0
HOLX,"Hologic, Inc.","Hologic, Inc. - Common Stock",Q,N,N,100.0
HOMB,"Home BancShares, Inc.","Home BancShares, Inc. - common stock",Q,N,N,100.0
HOVNP,Hovnanian Enterprises Inc,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,G,N,N,100.0
HQY,"HealthEquity, Inc.","HealthEquity, Inc. - Common Stock",Q,N,N,100.0
HRTX,"Heron Therapeutics, Inc.","Heron Therapeutics, Inc.   - Common Stock",S,N,N,100.0
HRZN,Horizon Technology Finance Corporation,Horizon Technology Finance Corporation - Common Stock,Q,N,N,100.0
HSIC,"Henry Schein, Inc.","Henry Schein, Inc. - Common Stock",Q,N,N,100.0
HSII,"Heidrick & Struggles International, Inc.","Heidrick & Struggles International, Inc. - Common Stock",Q,N,N,100.0
HSON,"Hudson Global, Inc.","Hudson Global, Inc. - Common Stock",Q,N,N,100.0
HSTM,"HealthStream, Inc.","HealthStream, Inc. - Common Stock",Q,N,N,100.0
HTBI,"HomeTrust Bancshares, Inc.","HomeTrust Bancshares, Inc. - Common Stock",Q,N,N,100.0
HTBK,Heritage Commerce Corp,Heritage Commerce Corp - Common Stock,Q,N,N,100.0
HTHT,"China Lodging Group, Limited","China Lodging Group, Limited - American Depositary Shares, each representing four Ordinary Shares",Q,N,N,100.0
HTLD,"Heartland Express, Inc.","Heartland Express, Inc. - Common Stock",Q,N,N,100.0
HTLF,"Heartland Financial USA, Inc.","Heartland Financial USA, Inc. - Common Stock",Q,N,N,100.0
HUBG,"Hub Group, Inc.","Hub Group, Inc. - Class A Common Stock",Q,N,N,100.0
HURC,"Hurco Companies, Inc.","Hurco Companies, Inc. - Common Stock",Q,N,N,100.0
HURN,Huron Consulting Group Inc.,Huron Consulting Group Inc. - Common Stock,Q,N,N,100.0
HWBK,"Hawthorn Bancshares, Inc.","Hawthorn Bancshares, Inc. - Common Stock",Q,N,N,100.0
HWKN,"Hawkins, Inc.","Hawkins, Inc. - Common Stock",Q,N,N,100.0
HYLS,First Trust High Yield Long/Short ETF,First Trust High Yield Long/Short ETF,G,N,N,100.0
HYZD,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fund,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fund,G,N,N,100.0
HZNP,Horizon Pharma plc,Horizon Pharma plc - common stock,Q,N,N,100.0
IART,Integra LifeSciences Holdings Corporation,Integra LifeSciences Holdings Corporation - Common Stock,Q,N,N,100.0
IBB,iShares Nasdaq Biotechnology Index Fund,iShares Nasdaq Biotechnology Index Fund,G,N,N,100.0
IBCP,Independent Bank Corporation,Independent Bank Corporation - Common Stock,Q,N,N,100.0
IBKR,"Interactive Brokers Group, Inc.","Interactive Brokers Group, Inc. - Common Stock",Q,N,N,100.0
IBOC,International Bancshares Corporation,International Bancshares Corporation - Common Stock,Q,N,N,100.0
IBTX,"Independent Bank Group, Inc","Independent Bank Group, Inc - Common Stock",Q,N,N,100.0
ICAD,icad inc.,icad inc. - Common Stock,S,N,N,100.0
ICCC,ImmuCell Corporation,ImmuCell Corporation - Common Stock,S,N,N,100.0
ICFI,"ICF International, Inc.","ICF International, Inc. - Common Stock",Q,N,N,100.0
ICLD,"InterCloud Systems, Inc","InterCloud Systems, Inc - Common Stock",S,N,N,100.0
ICLN,iShares S&P Global Clean Energy Index Fund,iShares S&P Global Clean Energy Index Fund,G,N,N,100.0
ICLR,ICON plc,ICON plc - Ordinary Shares,Q,N,N,100.0
ICPT,"Intercept Pharmaceuticals, Inc.","Intercept Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
ICUI,"ICU Medical, Inc.","ICU Medical, Inc. - Common Stock",Q,N,N,100.0
IDCC,"InterDigital, Inc.","InterDigital, Inc. - Common Stock",Q,N,N,100.0
IDXX,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc. - Common Stock",Q,N,N,100.0
IEP,Icahn Enterprises L.P.,Icahn Enterprises L.P. - Depositary units,Q,N,N,100.0
IESC,"Integrated Electrical Services, Inc.","Integrated Electrical Services, Inc. - Common Stock",G,N,N,100.0
IEUS,iShares MSCI Europe Small,iShares MSCI Europe Small-Cap ETF,G,N,N,100.0
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,G,N,N,100.0
IFV,First Trust Dorsey Wright International Focus 5 ETF,First Trust Dorsey Wright International Focus 5 ETF,G,N,N,100.0
IGLD,Internet Gold Golden Lines Ltd.,Internet Gold Golden Lines Ltd. - Ordinary Shares,Q,N,N,100.0
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,iShares S&P/Citigroup International Treasury Bond Fund,G,N,N,100.0
III,"Information Services Group, Inc.","Information Services Group, Inc. - Common Stock",G,N,N,100.0
IIIN,"Insteel Industries, Inc.","Insteel Industries, Inc. - Common Stock",Q,N,N,100.0
ILMN,"Illumina, Inc.","Illumina, Inc. - Common Stock",Q,N,N,100.0
IMGN,"ImmunoGen, Inc.","ImmunoGen, Inc. - Common Stock",Q,N,N,100.0
IMKTA,"Ingles Markets, Incorporated","Ingles Markets, Incorporated - Class A Common Stock",Q,N,N,100.0
IMMR,Immersion Corporation,Immersion Corporation - Common Stock,Q,N,N,100.0
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,ChipMOS TECHNOLOGIES (Bermuda) LTD. - Common Shares,S,N,N,100.0
INBK,First Internet Bancorp,First Internet Bancorp - Common Stock,S,N,N,100.0
INCR,"INC Research Holdings, Inc.","INC Research Holdings, Inc. - Class A Common Stock",Q,N,N,100.0
INCY,Incyte Corporation,Incyte Corporation - Common Stock,Q,N,N,100.0
INDB,Independent Bank Corp.,Independent Bank Corp. - Common Stock,Q,N,N,100.0
INDY,iShares S&P India Nifty 50 Index Fund,iShares S&P India Nifty 50 Index Fund,G,N,N,100.0
INFA,Informatica Corporation,Informatica Corporation - Common Stock,Q,N,N,100.0
INFI,"Infinity Pharmaceuticals, Inc.","Infinity Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
INFN,Infinera Corporation,Infinera Corporation - Common Stock,Q,N,N,100.0
INGN,"Inogen, Inc","Inogen, Inc - Common Stock",Q,N,N,100.0
INO,"Inovio Pharmaceuticals, Inc.","Inovio Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
INOD,Innodata Inc.,Innodata Inc. - Common Stock,G,N,N,100.0
INSM,"Insmed, Inc.","Insmed, Inc. - Common Stock",Q,N,N,100.0
INTC,Intel Corporation,Intel Corporation - Common Stock,Q,N,N,100.0
INTG,The Intergroup Corporation,The Intergroup Corporation - Common Stock,S,N,N,100.0
INTL,INTL FCStone Inc.,INTL FCStone Inc. - Common Stock,Q,N,N,100.0
INTU,Intuit Inc.,Intuit Inc. - Common Stock,Q,N,N,100.0
INVE,"Identiv, Inc.","Identiv, Inc. - Common Stock",S,N,N,100.0
IOSP,Innospec Inc.,Innospec Inc. - Common Stock,Q,N,N,100.0
IPAR,"Inter Parfums, Inc.","Inter Parfums, Inc. - Common Stock",Q,N,N,100.0
IPDN,"Professional Diversity Network, Inc.","Professional Diversity Network, Inc. - Common Stock",S,N,N,100.0
IPGP,IPG Photonics Corporation,IPG Photonics Corporation - Common Stock,Q,N,N,100.0
IPKW,PowerShares International BuyBack Achievers Portfolio,PowerShares International BuyBack Achievers Portfolio,G,N,N,100.0
IPWR,Ideal Power Inc.,Ideal Power Inc. - Common Stock,S,N,N,100.0
IRBT,iRobot Corporation,iRobot Corporation - Common Stock,Q,N,N,100.0
IRDM,Iridium Communications Inc,Iridium Communications Inc - Common Stock,Q,N,N,100.0
IRIX,IRIDEX Corporation,IRIDEX Corporation - Common Stock,G,N,N,100.0
IRMD,iRadimed Corporation,iRadimed Corporation - Common Stock,S,N,N,100.0
IROQ,"IF Bancorp, Inc.","IF Bancorp, Inc. - Common Stock",S,N,N,100.0
IRWD,"Ironwood Pharmaceuticals, Inc.","Ironwood Pharmaceuticals, Inc. - Class A Common Stock",Q,N,N,100.0
ISHG,iShares S&P/Citigroup 1,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fund,G,N,N,100.0
ISRG,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc. - Common Stock",Q,N,N,100.0
ISRL,"Isramco, Inc.","Isramco, Inc. - Common Stock",S,N,N,100.0
ISSC,"Innovative Solutions and Support, Inc.","Innovative Solutions and Support, Inc. - Common Stock",Q,N,N,100.0
ISTR,Investar Holding Corporation,Investar Holding Corporation - Common Stock,G,N,N,100.0
ITCI,Intra,Intra-Cellular Therapies Inc. - Common Stock,Q,N,N,100.0
ITIC,Investors Title Company,Investors Title Company - Common Stock,Q,N,N,100.0
ITRI,"Itron, Inc.","Itron, Inc. - Common Stock",Q,N,N,100.0
ITRN,Ituran Location and Control Ltd.,Ituran Location and Control Ltd. - Ordinary Shares,Q,N,N,100.0
IVAC,"Intevac, Inc.","Intevac, Inc. - Common Stock",Q,N,N,100.0
JACK,Jack In The Box Inc.,Jack In The Box Inc. - Common Stock,Q,N,N,100.0
JAKK,"JAKKS Pacific, Inc.","JAKKS Pacific, Inc. - Common Stock",Q,N,N,100.0
JAZZ,Jazz Pharmaceuticals plc,Jazz Pharmaceuticals plc - Ordinary Shares,Q,N,N,100.0
JBHT,"J.B. Hunt Transport Services, Inc.","J.B. Hunt Transport Services, Inc. - Common Stock",Q,N,N,100.0
JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation - Common Stock,Q,N,N,100.0
JBSS,"John B. Sanfilippo & Son, Inc.","John B. Sanfilippo & Son, Inc. - Common Stock",Q,N,N,100.0
JCTCF,Jewett,Jewett-Cameron Trading Company - Common Shares,S,N,N,100.0
JD,"JD.com, Inc.","JD.com, Inc. - American Depositary Shares",Q,N,N,100.0
JIVE,"Jive Software, Inc.","Jive Software, Inc. - Common Stock",Q,N,N,100.0
JJSF,J & J Snack Foods Corp.,J & J Snack Foods Corp. - Common Stock,Q,N,N,100.0
JKHY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc. - Common Stock",Q,N,N,100.0
JOUT,Johnson Outdoors Inc.,Johnson Outdoors Inc. - Class A Common Stock,Q,N,N,100.0
JRVR,"James River Group Holdings, Ltd.","James River Group Holdings, Ltd. - Common Shares",Q,N,N,100.0
JSM,SLM Corporation,"SLM Corporation - 6% Senior Notes due December 15, 2043",G,N,N,100.0
JVA,"Coffee Holding Co., Inc.","Coffee Holding Co., Inc. - Common Stock",S,N,N,100.0
JYNT,The Joint Corp.,The Joint Corp. - Common Stock,S,N,N,100.0
KALU,Kaiser Aluminum Corporation,Kaiser Aluminum Corporation - Common Stock,Q,N,N,100.0
KCLI,Kansas City Life Insurance Company,Kansas City Life Insurance Company - Common Stock,S,N,N,100.0
KE,"Kimball Electronics, Inc.","Kimball Electronics, Inc. - Common Stock",Q,N,N,100.0
KELYA,"Kelly Services, Inc.","Kelly Services, Inc. - Class A Common Stock",Q,N,N,100.0
KELYB,"Kelly Services, Inc.","Kelly Services, Inc. - Class B Common Stock",Q,N,N,100.0
KEQU,Kewaunee Scientific Corporation,Kewaunee Scientific Corporation - Common Stock,G,N,N,100.0
KFFB,Kentucky First Federal Bancorp,Kentucky First Federal Bancorp - Common Stock,G,N,N,100.0
KFRC,"Kforce, Inc.","Kforce, Inc. - Common Stock",Q,N,N,100.0
KGJI,Kingold Jewelry Inc.,Kingold Jewelry Inc. - Common Stock,S,N,N,100.0
KINS,"Kingstone Companies, Inc","Kingstone Companies, Inc - Common Stock",S,N,N,100.0
KIRK,"Kirkland's, Inc.","Kirkland's, Inc. - Common Stock",Q,N,N,100.0
KLAC,KLA,KLA-Tencor Corporation - Common Stock,Q,N,N,100.0
KLIC,"Kulicke and Soffa Industries, Inc.","Kulicke and Soffa Industries, Inc. - Common Stock",Q,N,N,100.0
KMDA,Kamada Ltd.,Kamada Ltd. - Ordinary Shares,Q,N,N,100.0
KNDI,"Kandi Technologies Group, Inc.","Kandi Technologies Group, Inc. - Common Stock",Q,N,N,100.0
KOPN,Kopin Corporation,Kopin Corporation - Common Stock,Q,N,N,100.0
KOSS,Koss Corporation,Koss Corporation - Common Stock,S,N,N,100.0
KPTI,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics Inc. - Common Stock,Q,N,N,100.0
KRNY,Kearny Financial,Kearny Financial - Common Stock,Q,N,N,100.0
KTCC,Key Tronic Corporation,Key Tronic Corporation - Common Stock,G,N,N,100.0
KTEC,"Key Technology, Inc.","Key Technology, Inc. - Common Stock",G,N,N,100.0
KTOS,"Kratos Defense & Security Solutions, Inc.","Kratos Defense & Security Solutions, Inc. - Common Stock",Q,N,N,100.0
KVHI,"KVH Industries, Inc.","KVH Industries, Inc. - Common Stock",Q,N,N,100.0
KWEB,KraneShares CSI China Internet ETF,KraneShares CSI China Internet ETF,G,N,N,100.0
LAKE,"Lakeland Industries, Inc.","Lakeland Industries, Inc. - Common Stock",G,N,N,100.0
LALT,PowerShares Actively Managed Exchange,PowerShares Actively Managed Exchange-Traded Fund Trust - PowerShares Multi-Strategy Alternative Portfolio,G,N,N,100.0
LAMR,Lamar Advertising Company,Lamar Advertising Company - Class A Common Stock,Q,N,N,100.0
LANC,Lancaster Colony Corporation,Lancaster Colony Corporation - Common Stock,Q,N,N,100.0
LAND,Gladstone Land Corporation,Gladstone Land Corporation - Common Stock,G,N,N,100.0
LARK,Landmark Bancorp Inc.,Landmark Bancorp Inc. - Common Stock,G,N,N,100.0
LBAI,"Lakeland Bancorp, Inc.","Lakeland Bancorp, Inc. - Common Stock",Q,N,N,100.0
LBRDA,Liberty Broadband Corporation,Liberty Broadband Corporation - Class A Common Stock,Q,N,N,100.0
LBRDK,Liberty Broadband Corporation,Liberty Broadband Corporation - Class C Common Stock,Q,N,N,100.0
LBTYA,Liberty Global plc,Liberty Global plc - Class A Ordinary Shares,Q,N,N,100.0
LBTYB,Liberty Global plc,Liberty Global plc - Class B Ordinary Shares,Q,N,N,100.0
LBTYK,Liberty Global plc,Liberty Global plc - Class C Ordinary Shares,Q,N,N,100.0
LCNB,LCNB Corporation,LCNB Corporation - Common Stock,S,N,N,100.0
LCUT,"Lifetime Brands, Inc.","Lifetime Brands, Inc. - Common Stock",Q,N,N,100.0
LE,"Lands' End, Inc.","Lands' End, Inc. - Common Stock",S,N,N,100.0
LECO,"Lincoln Electric Holdings, Inc.","Lincoln Electric Holdings, Inc. - Common Shares",Q,N,N,100.0
LEDS,SemiLEDS Corporation,SemiLEDS Corporation - Common Stock,Q,N,D,100.0
LFUS,"Littelfuse, Inc.","Littelfuse, Inc. - Common Stock",Q,N,N,100.0
LFVN,Lifevantage Corporation,Lifevantage Corporation - Common Stock,S,N,N,100.0
LGIH,"LGI Homes, Inc.","LGI Homes, Inc. - Common Stock",Q,N,N,100.0
LGND,Ligand Pharmaceuticals Incorporated,Ligand Pharmaceuticals Incorporated - Common Stock,G,N,N,100.0
LINC,Lincoln Educational Services Corporation,Lincoln Educational Services Corporation - Common Stock,Q,N,N,100.0
LIVE,"LiveDeal, Inc.","LiveDeal, Inc. - Common Stock",S,N,N,100.0
LKFN,Lakeland Financial Corporation,Lakeland Financial Corporation - Common Stock,Q,N,N,100.0
LKQ,LKQ Corporation,LKQ Corporation - Common Stock,Q,N,N,100.0
LMAT,"LeMaitre Vascular, Inc.","LeMaitre Vascular, Inc. - Common Stock",G,N,N,100.0
LMBS,First Trust Low Duration Mortgage Opportunities ETF,First Trust Low Duration Mortgage Opportunities ETF,G,N,N,100.0
LMNR,Limoneira Co,Limoneira Co - Common Stock,Q,N,N,100.0
LOAN,"Manhattan Bridge Capital, Inc","Manhattan Bridge Capital, Inc - Common Stock",S,N,N,100.0
LOCM,Local Corporation,Local Corporation - Common Stock,S,N,N,100.0
LOCO,"El Pollo Loco Holdings, Inc.","El Pollo Loco Holdings, Inc. - Common Stock",Q,N,N,100.0
LOGI,Logitech International S.A.,Logitech International S.A. - Registered Shares,Q,N,N,100.0
LOPE,"Grand Canyon Education, Inc.","Grand Canyon Education, Inc. - Common Stock",Q,N,N,100.0
LPCN,Lipocine Inc.,Lipocine Inc. - Common Stock,S,N,N,100.0
LPLA,LPL Financial Holdings Inc.,LPL Financial Holdings Inc. - Common Stock,Q,N,N,100.0
LPSN,"LivePerson, Inc.","LivePerson, Inc. - Common Stock",Q,N,N,100.0
LPTH,"LightPath Technologies, Inc.","LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100.0
LQDT,"Liquidity Services, Inc.","Liquidity Services, Inc. - Common Stock",Q,N,N,100.0
LRCX,Lam Research Corporation,Lam Research Corporation - Common Stock,Q,N,N,100.0
